,Theme,Name
127,광고,"['에코마케팅', 'YG PLUS', '엔피', '플레이디', '아시아경제', '나스미디어', 'HS애드', '모비데이즈', 'FSN', '이노션', '오리콤', '비케이홀딩스', '제일기획', 'SM C&C', '지어소프트', '케어랩스', '이엠넷', '와이즈버즈', '엔비티', '와이더플래닛', '인크로스']"
128,스마트홈(홈네트워크),"['포스코DX', '코맥스', '상지카일룸', 'LG전자', '자이에스앤디', '피에스텍', '에스원', '제일전기공업', 'LG유플러스', '위닉스', '와이투솔루션', '삼성전자', 'SK텔레콤', 'KT', '누리플렉스', '옴니시스템', '텔레필드', '코콤', '현대리바트', 'CS', '현대에이치티', 'HDC랩스', '엠젠솔루션', '경동나비엔', '에스넷']"
129,日제품 불매운동(수혜),"['그리티', 'TBH글로벌', '메디앙스', '아가방컴퍼니', '크라운해태홀딩스', '리드코프', '크라운제과', '깨끗한나라', '쌍방울', '좋은사람들', '하이트진로', '하이트진로홀딩스', '배럴', '보해양조', '모나리자', '해태제과식품', '비비안', '코데즈컴바인', 'BYC', '신성통상', '보라티알', '모나미']"
130,야놀자(Yanolja),"['SBI인베스트먼트', '한화투자증권', '그래디언트', '한화생명', '아주IB투자']"
131,스마트카(SMART CAR),"['세코닉스', '커머스마이너', 'MDS테크', '모트렉스', '현대모비스', '인포뱅크', 'LG이노텍', 'HL만도', '엠씨넥스', '아이에이', 'DB하이텍', '오비고', '유비벨록스', '모바일어플라이언스']"
132,폐배터리,"['POSCO홀딩스', 'LG화학', '아이에스동서', 'SK이노베이션', 'LG에너지솔루션', '성일하이텍', '새빗켐', '이지트로닉스', '하나기술', 'NPC', '현대차', '코스모화학', '인선이엔티', '웰크론한텍', '파워로직스', '디에이테크놀로지', '원익피앤이', '두산에너빌리티', '영화테크', '케이피에스', '에코프로']"
133,SSD,"['하나마이크론', 'SFA반도체', '삼성전자', 'SGA', '심텍', 'SK하이닉스', 'KX하이텍', '네오셈']"
134,출산장려정책,"['예림당', '메디앙스', '유엔젤', '아가방컴퍼니', 'SAMG엔터', '제로투세븐', '꿈비', '네오팜', '대교', '깨끗한나라', '남양유업', '삼익악기', '락앤락', '모나리자', '웅진씽크빅', '삼성출판사', '토박스코리아', '헝셩그룹', '매일유업', '캐리소프트']"
135,통신,"['LG유플러스', 'SK텔레콤', 'KT']"
136,황사/미세먼지,"['포스코DX', '누리플랜', '코웨이', '씨앤투스', '하츠', '오공', '위닉스', '삼일제약', '크린앤사이언스', '상아프론테크', '옵투스제약', 'KC코트렐', '에스디생명공학', '국제약품', '한국테크놀로지', '비디아이', '케이엠', '에코프로에이치엔', '락앤락', '위니아', '케스피온', '나노', '모나리자', '보령', '웰크론', '파세코', '안국약품', '롯데하이마트', '성창오토텍', '휴비츠', 'JW중외제약']"
137,"백신/진단시약/방역(신종플루, AI 등)","['미코바이오메드', '엑서지21', '엔케이맥스', 'LG화학', '엑세스바이오', '유바이오로직스', '화일약품', '씨젠', '비엘', 'SK케미칼', '코미팜', '차백신연구소', '대한뉴팜', '종근당', '우진비앤지', '큐라티스', 'SK바이오사이언스', '진원생명과학', '한미약품', '이글벳', '제일바이오', '진바이오텍', '수젠텍', '녹십자', '중앙백신', '파루', '유한양행', '녹십자홀딩스', '바이오니아', '대성미생물', '일양약품', '광동제약', '에이프로젠바이오로직스', '보령', '신풍제약', '아이진', '랩지노믹스', '일성신약', '옵티팜', '경남제약', '진매트릭스', '씨티씨바이오', '프로테옴텍', '고려제약', '한국콜마홀딩스', '인트론바이오', '바디텍메드', '체시스', '피씨엘']"
138,NFT(대체불가토큰),"['MDS테크', '갤럭시아에스엠', '카카오게임즈', '컴퍼니케이', '핑거', '하이브', '아프리카TV', '카카오', '블레이드 Ent', '다날', '아톤', '비덴트', '갤럭시아머니트리', '컴투스', '초록뱀미디어', '폴라리스오피스', '삼성전자', 'FSN', '위메이드', '엔씨소프트', '컴투스홀딩스', '에이스토리', '미투온', '엠게임', '서울옥션', '드래곤플라이', 'NAVER', '엔비티']"
139,생명보험,"['동양생명', '코리안리', '삼성생명', '미래에셋생명', '한화생명', '에이플러스에셋']"
140,2022 상반기 신규상장,"['모아데이타', '인카금융서비스', '유일로보틱스', 'IBKS제17호스팩', '스코넥', '스톤브릿지벤처스', '아셈스', 'LG에너지솔루션', '바이오에프디엔씨', '범한퓨얼셀', '세아메카닉스', '비플라이소프트', '하나금융21호스팩', '키움제6호스팩', '케이옥션', '이지트로닉스', '삼성스팩6호', '신영스팩7호', '나래나노텍', 'DB금융스팩10호', '위니아에이드', '메쎄이상', '대명에너지', '신한제9호스팩', '공구우먼', '미래에셋비전스팩1호', '케이비제21호스팩', '포바이포', '애드바이오텍', '교보12호스팩', '상상인제3호스팩', '유진스팩8호', '오토앤', '가온칩스', '지투파워', '엔에이치스팩23호', '청담글로벌', '퓨런티어', '풍원정밀', '레이저쎌', '하나금융22호스팩', '브이씨', '비씨엔씨', '마스턴프리미어리츠', '코람코더원리츠', '노을', '보로노이']"
141,자동차부품,"['대동기어', '대성파인텍', '구영테크', '대동금속', '효성첨단소재', '케이피에프', '일지테크', '와이엠', '서연이화', '티피씨글로벌', '에스엘', '동양피스톤', '디와이씨', '풍강', '포메탈', '모트렉스', 'KB오토시스', '피에스텍', '오스템', '덕우전자', '현대모비스', '영화금속', '세아메카닉스', '세동', '재영솔루텍', '웹스', '에코볼트', 'HL홀딩스', '삼보모터스', 'GH신소재', '화신', '유니온머티리얼', 'DH오토웨어', 'SG글로벌', '현대위아', '대우부품', '계양전기', '화천기계', '아진산업', '일진하이솔루스', '대유에이텍', '영보화학', '상신브레이크', '세아특수강', 'KBI메탈', 'SJM', '한국무브넥스', '케이비아이동국실업', 'SNT다이내믹스', '부산주공', '일정실업', 'LG이노텍', '성우하이텍', '휴림에이텍', '엠에스오토텍', '화신정공', 'HL만도', '네오오토', '유니테크노', '삼성공조', '모토닉', 'SG&G', '유라테크', '두올', '티에이치엔', '세종공업', '나라엠앤디', '엔브이에이치코리아', '케이엔더블유', '남선알미늄', '에스텍', '에코플라스틱', '덕양산업', '인탑스', '서연탑메탈', 'DRB동일', '디아이씨', 'BGF에코머티리얼즈', '인팩', '한온시스템', '삼원강재', '에코캡', '화승알앤에이', '모베이스전자', '한일단조', '네오티스', '알멕', '세원물산', '동아화성', '명신산업', '핸즈코퍼레이션', '디와이', '화승코퍼레이션', 'HDC현대EP', '인화정공', '대원강업', '현대공업', '인지컨트롤스', '우수AMS', '대원산업', '대유플러스', '유성기업', '클라우드에어', '평화산업', '동원금속', '코리아에프티', '씨티알모빌리티', '세원정공', '금호에이치티', '폴라리스세원', '지엠비코리아', '영흥', 'SNT모티브', '삼기', 'LX하우시스', '캐스텍코리아', '새론오토모티브', '한국단자', '트루윈', '유니크', '태원물산', '영화테크', '대호에이엘', '경창산업', '오리엔트정공', '아이윈', '대유에이피', '서진오토모티브', '태양금속', '성창오토텍', '한주라이트메탈', 'DN오토모티브', 'CBI', '에스엠벡셀', '이원컴포텍', '피에이치에이', '디젠스', '우리산업', '우신시스템', '체시스', '시노펙스', '육일씨엔에쓰', '코다코']"
142,마이크로 LED,"['LG전자', '영우디에스피', '루멘스', '라온텍', '티엘아이', '에스엘에너지', '원풍물산', '삼성전자', '서울반도체', '광전자', '큐에스아이', '코세스']"
143,음원/음반,"['YG PLUS', 'CJ ENM', '에스엠', '하이브', '카카오', '지니뮤직', '다날', 'JYP Ent.', 'IHQ', '알비더블유', 'NHN벅스', '와이지엔터테인먼트', '에프엔씨엔터', '드림어스컴퍼니', '판타지오']"
144,전자결제(전자화폐),"['카페24', '인포뱅크', 'LG유플러스', '다날', '카카오페이', '갤럭시아머니트리', '쿠콘', 'SBI핀테크솔루션즈', '인포바인', 'KG이니시스', 'NHN KCP', 'KG모빌리언스', 'NHN', '헥토파이낸셜', '한국정보통신', '신세계 I&C']"
145,코로나19(진단키트),"['앤디포스', '미코바이오메드', '에스디바이오센서', '바이오노트', '드림텍', '진시스템', '엑세스바이오', '유바이오로직스', '씨젠', '디엔에이링크', '대웅제약', '종근당', '마이크로디지탈', '소마젠', '제노포커스', '휴마시스', '팜젠사이언스', '더메디팜', '인바이오젠', '시스웍', '피에이치씨', '바이오톡스텍', '수젠텍', '일동제약', '바이오스마트', '바이오니아', '미코', '나노브릭', '랩지노믹스', '오상자이엘', '메디콕스', '나노엔텍', '휴온스', '프리시젼바이오', '진매트릭스', '얼라인드', '녹십자엠에스', '파미셀', '씨티씨바이오', '제놀루션', '퀀타매트릭스', '인트론바이오', 'CJ 바이오사이언스', 'EDGC', '바디텍메드', '젠큐릭스', '지노믹트리', '피씨엘']"
146,CCTV＆DVR,"['코맥스', '시티랩스', '앤씨앤', '한화에어로스페이스', '하이트론', 'ITX-AI', '뉴지랩파마', '인콘', '아이디스', '대명소노시즌', '코콤', '비츠로시스', '포커스에이치엔에스']"
147,패션/의류,"['그리티', 'TBH글로벌', '제이에스코퍼레이션', '엠에프엠코리아', '한섬', '코오롱인더', 'F&F', '에스티오', '형지엘리트', '패션플랫폼', 'F&F홀딩스', '영원무역', '신영와코루', '휠라홀딩스', '삼성물산', 'LF', '화승인더', '화승엔터프라이즈', '젬백스링크', '진도', '파나케이아', '인바이오젠', '쌍방울', '좋은사람들', '신세계인터내셔날', '윙스풋', '원풍물산', '국동', '제이에스티나', 'SG세계물산', '대현', '지엔코', '한세실업', '배럴', '윌비스', '브랜드엑스코퍼레이션', '공구우먼', '이스트아시아홀딩스', '신원', '비비안', '인디에프', '태평양물산', '호전실업', '까스텔바작', '메타랩스', '더네이쳐홀딩스', '형지I&C', '크리스에프앤씨', '에스제이그룹', '코데즈컴바인', '토박스코리아', '한세엠케이', '리노스', 'BYC', '신성통상', 'LS네트웍스', '감성코퍼레이션', '코웰패션']"
148,치매,"['대화제약', '펩트론', '에스유홀딩스', '에이비엘바이오', '화일약품', '동아에스티', 'SK케미칼', '젬백스', '대웅제약', '종근당', '동구바이오제약', '삼성제약', '솔고바이오', '인벤티지랩', '유유제약', '셀리버리', '바이오톡스텍', '수젠텍', '진양제약', '현대약품', '유한양행', '배럴', '일동제약', '메디프론', '바이오스마트', '엔젠바이오', 'HLB제약', '모나리자', '에이프로젠바이오로직스', '보령', '일진홀딩스', '피플바이오', '리메드', '삼진제약', '네이처셀', '한국파마', '신신제약', '이연제약', '국전약품', '명문제약', '씨티씨바이오', '메디포스트', '샤페론', '고려제약', '라파스', '아이큐어', '환인제약', '퀀타매트릭스', '퓨쳐켐', 'EDGC', '이수앱지스', '보로노이', '피씨엘']"
149,영화,"['롯데쇼핑', 'CJ ENM', '바른손이앤에이', '덱스터', 'SM Life Design', '쎄니트', '쇼박스', '콘텐트리중앙', 'IHQ', '버킷스튜디오', '세기상사', '포바이포', '바른손', 'NEW', '아센디오', 'CJ CGV']"
150,엠폭스(원숭이두창),"['미코바이오메드', '엑세스바이오', '씨젠', '휴마시스', '팜젠사이언스', '블레이드 Ent', '녹십자홀딩스', '케스피온', '바이오니아', 'HK이노엔', '랩지노믹스', '오상자이엘', '진매트릭스', '녹십자엠에스', '파미셀', '제놀루션', '현대바이오', '바디텍메드']"
151,사료,"['대한제당', '카나리아바이오', '우성', '팜스코', 'CJ제일제당', '우진비앤지', '케이씨피드', '고려산업', '미래생명자원', '한탑', '대주산업', '이지홀딩스', '애드바이오텍', '이지바이오', '씨티씨바이오', '사조동아원', '한일사료', '팜스토리', '선진', '오에스피']"
152,강관업체(Steel pipe),"['세아제강', '휴스틸', '하이스틸', 'SK오션플랜트', '금강공업', '한국주철관', '유에스티', '동양철관', '코센', '넥스틸']"
153,화장품,"['코디', '글로본', '스피어파워', '클리오', '애경산업', 'YG PLUS', '올리패스', '승일', 'CSA 코스믹', '케어젠', '실리콘투', '제로투세븐', '코웨이', '강스템바이오텍', '디와이디', 'CJ제일제당', '스튜디오산타클로스', '동구바이오제약', '아모레퍼시픽', '에이블씨엔씨', '웨스트라이즈', '네오팜', '바이온', '애니젠', '엔에프씨', '국제약품', '코스온', '세원이앤씨', '이아이디', '파나케이아', '신세계인터내셔날', '에스디생명공학', '잇츠한불', '미원상사', '엘앤씨바이오', '아모레G', '한국주철관', '비엘팜텍', '아이패밀리에스씨', '대봉엘에스', '프롬바이오', 'HLB글로벌', '휴엠앤씨', '코스나인', '바이오스마트', '브이티', '제이준코스메틱', '잉글우드랩', '동성제약', '넥스트아이', '제닉', '오상자이엘', '슈피겐코리아', 'LG생활건강', '현대바이오랜드', '네이처셀', '연우', '토니모리', '한국콜마', '클래시스', '씨앤씨인터내셔널', '콜마비앤에이치', '메타랩스', '청담글로벌', '파미셀', '코스메카코리아', '바른손', '에스씨엠생명과학', '세화피앤씨', '본느', '현대바이오', '선진뷰티사이언스', '리더스코스메틱', '라파스', '아이큐어', '한국콜마홀딩스', '컬러레이', '뷰티스킨', '내츄럴엔도텍', '씨큐브', '오가닉티코스메틱', '코스맥스', '펌텍코리아', '이엔코퍼레이션', '파마리서치', '피엔케이피부임상연구센타', '씨티케이', '한국화장품제조', '마녀공장', '코리아나', '아우딘퓨쳐스', '한국화장품', '스킨앤스킨']"
154,수소차(연료전지/부품/충전소 등),"['효성첨단소재', '일지테크', '현대제철', '에코바이오', '진성티이씨', '유일에너테크', '한화솔루션', 'STX중공업', '코오롱인더', '동양피스톤', '현대모비스', '현대로템', '비나텍', '범한퓨얼셀', '디케이락', '제이엔케이히터', 'EG', 'SK', '삼보모터스', '두산퓨얼셀', '대우부품', '글로벌에스엠', '코오롱플라스틱', '일진하이솔루스', '상아프론테크', '대창솔루션', '이지트로닉스', '부산주공', '효성중공업', 'MIT', '시스웍', '조광ILI', '국일제지', '엘티씨', '모토닉', '기아', '티에이치엔', '세종공업', '비엠티', '에스퓨얼셀', '에스코넥', '풍국주정', '현대차', '한온시스템', 'LS ELECTRIC', '성문전자', '디아이티', '효성화학', '동아화성', '엔케이', '미코', '디와이', '삼영에스앤씨', '대원강업', '우수AMS', '인지컨트롤스', '신도기연', '이엠코리아', '아이에이', '평화산업', '일진다이아', '삼양사', '폴라리스세원', '지엠비코리아', 'SNT모티브', '삼기', '에스에너지', '유니크', '원익머트리얼즈', '영화테크', '성창오토텍', '평화홀딩스', '삼화전자', '뉴인텍', '라이트론', '코웰패션', '우리산업', '시노펙스']"
155,기업인수목적회사(SPAC),"['РЬЗЃНУНК', 'ПЃПЁРЬФЁНКЦб28ШЃ', 'РЉХи', 'БГКИ11ШЃНКЦб', 'ЧЯРЬЕі', 'IBKSСІ17ШЃНКЦб', 'СіПРИДПЁГЪСі', 'ПЅПЁЧСПЅФкИЎОЦ', 'ОЦРЬПЄЛчРЬО№НК', 'DBБнРЖНКЦб9ШЃ', 'Е№ПЭРЬОО', 'ПРЧЯРгОЦРЬПЃЦМ', 'МжЦЎПўОю', 'ФЩРЬКёСІ23ШЃНКЦб', 'БГКИ14ШЃНКЦб', 'ЦФРЬЙіЧСЗЮ', 'ПЁНКПЁРЬЦМРЬПЃСі', 'ЧіДыЙЋКЄНК', 'ЧбБЙСІ12ШЃНКЦб', 'И№ФкПЅНУНК', 'ЧЯРЮХЉФкИЎОЦ', 'ЙЬЗЁПЁМТКёРќНКЦб2ШЃ', 'KBСІ25ШЃНКЦб', 'ПЃЧЧ', 'TSЦЎИБИЎПТ', 'КэИЎУїПўРЬ', 'ДыНХЙыЗБНКСІ16ШЃНКЦб', 'ЧЯГЊ29ШЃНКЦб', 'ЧЯРЬСІ7ШЃНКЦб', 'ЧЯГЊБнРЖ21ШЃНКЦб', 'ЗЙРЬХЉИгЦМИЎОѓСю', 'РЯНТ', 'ПЁРЬФЁПЅООСІ5ШЃНКЦб', 'РЏОШХИСІ13ШЃНКЦб', 'ПЃПЁРЬФЁНКЦб29ШЃ', 'ХАПђСІ6ШЃНКЦб', 'ПЃПЁРЬФЁНКЦб26ШЃ', 'ПЁНКФЩРЬСѕБЧСІ10ШЃНКЦб', 'ЛяМКНКЦб7ШЃ', 'ЛяМКНКЦб8ШЃ', 'МвЧСЦЎФЗЧС', 'НХЧбСІ7ШЃНКЦб', 'РЏОШХИСІ8ШЃНКЦб', 'ЧЯГЊИгНКЦЎ7ШЃНКЦб', 'РЏСјНКЦб6ШЃ', 'ЧЯРЬСІ6ШЃНКЦб', 'РЏСјНКЦб7ШЃ', 'ПЃПЁРЬФЁНКЦб20ШЃ', 'НХЧбСІ8ШЃНКЦб', 'ЧЯГЊБнРЖ20ШЃНКЦб', 'DBБнРЖНКЦб10ШЃ', 'НХПЕНКЦб7ШЃ', 'ЛяМКНКЦб6ШЃ', 'IBKSСІ19ШЃНКЦб', 'ЧЯГЊБнРЖ23ШЃНКЦб', 'НХПЕНКЦб8ШЃ', 'ЧЯГЊБнРЖ24ШЃНКЦб', 'ХАПђСІ7ШЃНКЦб', 'ЧЯГЊБнРЖ25ШЃНКЦб', 'ПЁНКФЩРЬСѕБЧСІ8ШЃНКЦб', 'ФЩРЬКёСІ22ШЃНКЦб', 'ЧбБЙСІ11ШЃНКЦб', 'ПЃПЁРЬФЁНКЦб24ШЃ', 'ПЃПЁРЬФЁНКЦб25ШЃ', 'РЏСјНКЦб9ШЃ', 'IBKSСІ21ШЃНКЦб', 'ЧЯГЊ27ШЃНКЦб', 'IBKSСІ22ШЃНКЦб', 'РЏОШХИСІ14ШЃНКЦб', 'ЧЯГЊ28ШЃНКЦб', 'ДыНХЙыЗБНКСІ15ШЃНКЦб', 'РЎНКЧВ', 'ПЃПЁРЬФЁНКЦб19ШЃ', 'ЙЬЗЁПЁМТЕхИВНКЦб1ШЃ', 'ИоНъРЬЛѓ', 'НХЧбСІ9ШЃНКЦб', 'KBСІ26ШЃНКЦб', 'РЏОШХИСІ11ШЃНКЦб', 'И№КёЕЅРЬСю', 'ЙЬЗЁПЁМТКёРќНКЦб1ШЃ', 'РЏОШХИСІ10ШЃНКЦб', 'ХАПђСІ8ШЃНКЦб', 'ЙЬЗЁПЁМТКёРќНКЦб3ШЃ', 'ФЩРЬКёСІ21ШЃНКЦб', 'ПЁНКФЩРЬСѕБЧСІ9ШЃНКЦб', 'DBБнРЖНКЦб11ШЃ', 'ДйКИИЕХЉ', 'ЙыЗЮЧС', 'ФЋРЬГыНКИоЕх', 'СІРЬНУНКИоЕ№ФЎ', 'БГКИ12ШЃНКЦб', 'ЧбШ\xadЧУЗЏНКСІ3ШЃНКЦб', 'ПЃПЁРЬФЁНКЦб27ШЃ', 'НХПЕНКЦб9ШЃ', 'ПўРЬЙіНК', 'ФкДаПРХфИоРЬМЧ', 'ШоЗГ', 'ЛѓЛѓРЮСІ3ШЃНКЦб', 'ДѕКэРЏПЁНКОЦРЬ', 'ЧбШ\xadЧУЗЏНКСІ2ШЃНКЦб', 'РЏСјНКЦб8ШЃ', 'ДыНХЙыЗБНКСІ14ШЃНКЦб', 'ЧЯГЊ26ШЃНКЦб', 'РЏОШХИСІ12ШЃНКЦб', 'КёПЃФЩРЬСІ1ШЃНКЦб', 'ПЃПЁРЬФЁНКЦб23ШЃ', 'РЏОШХИСІ9ШЃНКЦб', 'IBKSСІ20ШЃНКЦб', 'БЙРќОрЧА', 'ДыНХЙыЗБНКСІ13ШЃНКЦб', 'ЧСЗЮРЬУЕ', 'ЛяМКНКЦб4ШЃ', 'ЛяМКИгНКЦЎНКЦб5ШЃ', 'ПјЙйРЬПРСЈ', 'ДЉКИ', 'ПЭРЬСюЙіСю', 'ЧЯГЊБнРЖ22ШЃНКЦб', 'ГзПТХзХЉ', 'ОЦРЬКёБшПЕ', 'КЇЗЮХЉ', 'ММИВB&G', 'БГКИ13ШЃНКЦб', 'ООПЃОЫИЎМ\xadФЁ', 'ФкЦлНКФкИЎОЦ', 'ХТМК', 'ЕЇЦМНК', 'ЦїФПНКПЁРЬФЁПЃПЁНК', 'ГЊРЮХзХЉ', 'ФкНКХиНУНК', 'ЖѓРЬФо', 'ПјХи', 'ОжДЯЧУЗЏНК', 'КёПУ', 'КёХѕПЃ']"
156,면역항암제,"['엔케이맥스', '카나리아바이오', '오스코텍', '더코디', '에이비엘바이오', '동아에스티', '큐리언트', '셀리드', '박셀바이오', '메드팩토', 'KH 필룩스', '헬릭스미스', '한올바이오파마', '유한양행', '인콘', '차바이오텍', '지씨셀', '파멥신', '압타바이오', '네오이뮨텍', '영진약품', '안국약품', '지아이이노베이션', '티움바이오', '제넥신', '신라젠', '에스티큐브', '유틸렉스', '앱클론', '바이젠셀', 'CG인바이츠', '이수앱지스']"
157,4대강 복원,"['웹스', '우원개발', '혜인', '이화공영', '코엔텍', '삼호개발', '자연과환경', '특수건설', '홈센타홀딩스', '하이드로리튬']"
158,구제역/광우병 수혜,"['우성', '사조오양', '하림', '태경비케이', '우진비앤지', '동우팜투테이블', '동원수산', '신라교역', '사조대림', '사조산업', '대성미생물', '마니커', '신라에스지', '이지홀딩스', '동원산업', '한성기업', 'CJ씨푸드', '정다운', '한일사료', '팜스토리']"
159,마이데이터,"['NICE평가정보', '헥토이노베이션', '핑거', '아이티아이즈', '세종텔레콤', '아톤', '쿠콘', '파수', '파이오링크', '유비벨록스']"
160,2021 하반기 신규상장,"['에스디바이오센서', '지앤비에스 에코', '교보11호스팩', '트윔', '엠로', '바이옵트로', '브레인즈컴퍼니', '원티드랩', '에브리봇', '원준', '실리콘투', '차백신연구소', '큐라클', '지아이텍', '크래프톤', '하이제7호스팩', 'HD현대중공업', '카카오뱅크', '디어유', '아이티아이즈', '와이엠텍', '아주스틸', '일진하이솔루스', '카카오페이', '롯데렌탈', '하나금융20호스팩', '엔켐', '신한제8호스팩', '엔에이치스팩20호', '유진스팩7호', '케이카', '알비더블유', '아이패밀리에스씨', '프롬바이오', '씨유테크', 'HK이노엔', 'SK리츠', '플래티어', '한컴라이프케어', '래몽래인', '코닉오토메이션', '비트나인', '한화플러스제2호스팩', '에스앤디', '리파인', 'NH올원리츠', '툴젠', '미래에셋글로벌리츠', '맥스트', '지오엘리먼트', '오비고', '디앤디플랫폼리츠', '신한서부티엔디리츠', '바이젠셀', '아스플로', '에이비온', '바이오플러스', '피코그램', '지니너스', '라이콤', '딥노이드', '마음AI']"
161,재난/안전(지진 등),"['파라텍', '유엔젤', '현대에버다임', '동양파일', 'LS마린솔루션', '한국종합기술', '동아지질', '삼영엠텍', '광림', 'KH 건설', '삼영이엔씨', '대창스틸', '인콘', '이엔플러스', 'HRS', '오텍', '한컴라이프케어', '희림', '하이드로리튬', '리노스', '삼일씨엔에스', '한창', '서전기전']"
162,그래핀,"['크리스탈신소재', '엑사이엔씨', '상보', '국일제지', '스마트솔루션즈', '덕양산업', '이엔플러스', '대창', '다산솔루에타', '휴비스', '경인양행', '오리엔트정공', '엘엠에스', '덕산하이메탈']"
163,원자력발전,"['제일테크노스', '성광벤드', '태광', '현대건설', 'DL', 'GS건설', '하이록코리아', 'DL이앤씨', '디케이락', '대한전선', '금화피에스시', '한신기계', '한국전력', '에스앤더블류', '강원에너지', '삼영엠텍', '한양이엔지', '휴센텍', '효성중공업', '조광ILI', 'SG&G', '한전KPS', '대우건설', '수산인더스트리', '비엠티', '에너토크', '대창스틸', '한전기술', '일진파워', 'LS ELECTRIC', 'HRS', '티플랙스', '한전산업', '우진', 'SNT에너지', '이엠코리아', '지투파워', '보성파워텍', '두산에너빌리티', '디티앤씨', '광명전기', '우리기술', '에이프로젠', '비에이치아이', '태웅', '서전기전', '오르비텍', '금양그린파워']"
164,테마명,[]
165,원자력발전,"['제일테크노스', '성광벤드', '태광', '현대건설', 'DL', 'GS건설', '하이록코리아', 'DL이앤씨', '디케이락', '대한전선', '금화피에스시', '한신기계', '한국전력', '에스앤더블류', '강원에너지', '삼영엠텍', '한양이엔지', '휴센텍', '효성중공업', '조광ILI', 'SG&G', '한전KPS', '대우건설', '수산인더스트리', '비엠티', '에너토크', '대창스틸', '한전기술', '일진파워', 'LS ELECTRIC', 'HRS', '티플랙스', '한전산업', '우진', 'SNT에너지', '이엠코리아', '지투파워', '보성파워텍', '두산에너빌리티', '디티앤씨', '광명전기', '우리기술', '에이프로젠', '비에이치아이', '태웅', '서전기전', '오르비텍', '금양그린파워']"
166,항공기부품,"['ОЦНКЦЎ', 'ДыЧбЧзАј', 'ЧбБЙФЋКЛ', 'ЧіДыРЇОЦ', 'ЧбШ\xadПЁОюЗЮНКЦфРЬНК', 'ШоМОХи', 'ОюНКОиПЁОюЗЮНКЦфРЬНК', 'LIGГиНКПј', 'ШоДЯЕх', 'ЧЯРЬСюЧзАј', 'РЬПЅФкИЎОЦ', 'ЕЮЛъПЁГЪКєИЎЦМ', 'ЧбБЙЧзАјПьСж', 'ФЫФкОЦПЁОюЗЮНКЦфРЬНК', 'ПРИЃКёХи']"
167,제대혈,"['강스템바이오텍', '세원이앤씨', '녹십자', '차바이오텍', '지씨셀', '메디포스트']"
168,마스크,"['나노캠텍', '애경산업', '메디앙스', '아가방컴퍼니', '씨앤투스', '오공', '웅진', '크린앤사이언스', '깨끗한나라', '국제약품', '쌍방울', '엘아이에스', '일월지엠엘', '에스디생명공학', '비케이탑스', '한송네오텍', '락앤락', '케이엠', '일동제약', '동양', '인콘', '조아제약', '모나리자', '한컴라이프케어', '동국제약', '카스', '웰크론', '케이피엠테크', '비비안', '휴비스', '케이엠제약', '디케이앤디', '녹십자엠에스', '톱텍', '풍원정밀', '코데즈컴바인', '국보', '레몬', 'JW중외제약', '에이치앤비디자인']"
169,엔젤산업,"['예림당', '손오공', '메디앙스', '아가방컴퍼니', 'SAMG엔터', '제로투세븐', '꿈비', '유진로봇', '네오팜', '대교', '정상제이엘에스', '남양유업', '삼천리자전거', '대원미디어', '오로라', '락앤락', '삼익악기', '웅진씽크빅', '청담글로벌', '삼성출판사', '토박스코리아', '헝셩그룹', '매일유업', '오가닉티코스메틱', '모나미', '캐리소프트']"
170,줄기세포,"['스피어파워', '강스템바이오텍', '부광약품', '동구바이오제약', 'HLB', '바이온', '더메디팜', '세원이앤씨', '테고사이언스', 'HLB생명과학', '마크로젠', '차바이오텍', '조아제약', '지씨셀', '안트로젠', '코아스템켐온', '네이처셀', '제일약품', '파미셀', '메디포스트', '에스씨엠생명과학', '에스바이오메딕스', '바이오솔루션']"
171,손해보험,"['현대해상', '흥국화재', '코리안리', '한화손해보험', '에이플러스에셋', '롯데손해보험', '삼성화재', 'DB손해보험']"
172,2019 상반기 신규상장,"['이노테라피', '드림텍', '엠에프엠코리아', '천보', '현대무벡스', '셀리드', '마이크로디지탈', '컴퍼니케이', 'TS트릴리온', '에코프로비엠', '현대오토에버', '미래에셋벤처투자', '수젠텍', '압타바이오', '웹케시', '까스텔바작', '프로이천', '노랑풍선', '코퍼스코리아', '아모그린텍', '태성', '이지케어텍', '지노믹트리']"
